TrackID_1_X,TrackID_1_Y,TrackID_2_X,TrackID_2_Y,TrackID_3_X,TrackID_3_Y
1169,1357,465,1294,1450,364
1168,1449,461,1383,1448,457
1167,1540,457,1471,1446,549
1166,1633,453,1559,1445,642
NaN,NaN,449,1647,1443,734
NaN,NaN,NaN,NaN,1441,826
NaN,NaN,NaN,NaN,1439,919
NaN,NaN,NaN,NaN,1437,1012
