FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y
35,13,1955.3391158365976,1220.7495803021825,1078.7523992322456,1019.,2149.0586334256695,954.1777469990766,1990.1067415730338,816.7162921348315,1045.2756471716202,732.8643336529243,262.756611165524,723.5999020568071,721.1271023546371,710.9641999038923,1050.239237392374,661.0608856088561,988.7827298050139,626.233983286908,1333.5753086419752,416.4679012345679,1985.1516889738687,308.24219247928613,1605.8529411764705,243.8507625272332,848.2350993377484,48.15201685731495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,13,1953.753355704698,1257.6107382550335,1082.412415784408,1055.5394610202118,2148.398165137615,990.8559633027523,1990.7122905027934,854.4571694599628,1048.5315691736305,770.8314763231198,262.37606433301795,761.1546830652791,723.3864265927978,748.5609418282548,1052.516077170418,698.6307609860664,991.2038413878563,666.0861214374225,1335.483293556086,453.1014319809069,1986.4433121019108,347.0691082802548,1607.3685497012493,281.73030961434006,850.4001793185894,86.45337716676636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,13,1086.0366568914956,1092.0200391006842,2147.7990740740743,1027.3555555555556,1991.023764258555,892.1739543726236,1051.534155597723,808.7220113851993,262.1046065259117,798.5297504798464,725.6965265082267,786.5009140767825,1055.2215447154472,735.7418699186992,994.0318704284222,704.5512016718914,1337.496359223301,489.8021844660194,1987.6226202000646,385.94465956760246,1608.8390297684675,319.54355016538034,852.7284667073916,124.67837507635909,301.9220572640509,33.31230116648999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,13,1089.7266401590457,1128.2942345924453,2147.000470366886,1063.763405456256,1991.3677450047574,929.6665080875357,1054.7843419788665,846.6095100864553,261.8638996138996,835.976833976834,728.0527777777778,824.2930555555556,1057.8496503496503,773.1613386613386,997.0653040877368,742.981555333998,1339.4221105527638,526.5992462311558,1988.8745907007203,424.89882121807466,1610.3201117318436,357.47765363128497,854.8239171374764,163.04488386691787,300.79989154013015,71.92624728850319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,13,1093.3956262425447,1164.2057654075547,2146.0140977443607,1100.0902255639098,1991.6378977820636,967.1480231436838,1057.9843006660324,884.301141769743,261.6871401151632,873.5854126679462,730.405529953917,862.3165898617511,1060.4737638748738,810.5090817356206,1000.0805207328833,781.5337512054002,1341.3992443324937,563.1385390428212,1990.0945502298096,463.8181221273802,1611.8474860335195,395.2664804469274,856.8950064020487,201.31434058898844,299.61099079588524,110.65809420682194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,14,1097.2158415841584,1200.0019801980197,2145.153195488722,1135.9896616541353,1991.861886429259,1004.3123195380174,1061.164467483506,921.9005655042413,261.77576335877865,910.7156488549618,732.75,899.8883272058824,1063.1706948640483,847.7920443101711,1003.2198852772467,820.123326959847,1343.359649122807,599.9824561403509,1991.2636304276853,502.66127979105454,1613.3475877192982,433.10800438596493,858.9744069912609,239.7315855181023,298.3791621911923,149.2314715359828,2205.9966477565754,49.10443527591542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,15,1100.8736372646185,1235.5664023785926,2144.101877934272,1171.9863849765259,1991.9176245210729,1041.3295019157088,1064.1347746090157,959.0694572217111,261.8631178707224,948.231939163498,735.273679417122,937.4175774134791,1065.8767258382643,884.9260355029586,1006.1461251167134,858.610177404295,1345.2197530864198,636.9925925925926,1992.4387689332905,541.6337415404447,1614.8423913043478,470.90054347826083,860.8929225137279,277.9789505796217,297.1435013262599,187.86445623342183,2206.8061224489797,87.92857142857133,1701.9369565217391,31.28858695652184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,15,1104.5281407035177,1270.9201005025125,2143.019011406844,1207.394486692015,1992.0383141762452,1078.2749042145595,1067.589566020314,996.4473684210527,262.2104247104247,985.1891891891892,737.683486238532,974.8559633027523,1068.4735812133072,921.9050880626223,1009.4020522388059,896.9897388059701,1346.895216400911,674.4863325740318,1993.4805762382648,580.7162512139851,1616.2868852459017,508.8054644808743,862.9627692307693,316.5658461538461,295.97493261455526,226.61913746630717,2207.5859658208183,126.8454168824444,1701.5488206253428,69.4648930334613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,16,2141.7624045801526,1242.7576335877864,1991.8700097370984,1114.8008763388511,1070.9082949308756,1033.627188940092,262.50488758553274,1022.0083088954057,740.3586556169429,1011.9907918968693,1071.211022840119,958.7989076464746,1012.4877010406811,935.2994323557238,1348.6724489795918,710.7030612244898,1994.53168,619.93168,1617.7728272827283,546.7821782178218,865.1082089552239,355.0298507462686,294.769875608437,265.1809085992429,2208.327711468604,165.58303061754032,1701.0737976782752,107.53372028745162,796.2171775592828,56.71688837478314,1844.0995705850778,44.61433172302736,NaN,NaN,NaN,NaN,NaN,NaN
44,16,2140.390609874153,1277.9414327202323,1991.737123420797,1151.3610301263363,1074.2134831460673,1070.492509363296,262.9572271386431,1058.910029498525,742.9363382899628,1049.1905204460966,1074.0389221556886,995.4700598802395,1015.634724857685,973.392789373814,1350.4114427860698,747.2532338308457,1995.4153585718682,659.3984302862419,1619.227932960894,584.6324022346369,867.0566157760815,393.32888040712464,293.6340659340659,303.7197802197802,2208.9879201680674,204.58088235294122,1700.6003401360545,145.73582766439904,798.1628945801073,95.24449076831456,1844.7677208287896,83.9073064340239,NaN,NaN,NaN,NaN,NaN,NaN
45,15,1991.5365251727542,1187.6786771964462,1077.577067669173,1107.3214285714287,263.35714285714283,1095.6024630541872,745.5158804297057,1086.2986921999066,1076.6622718052738,1032.1196754563894,1018.8913875598087,1011.5602870813398,1352.365234375,783.6103515625,1996.1476638260358,697.933734939759,1620.7024403771493,622.8322240709928,869.1859504132232,431.8598219961856,292.57036011080334,342.6240997229917,2209.735668789809,243.64331210191085,1700.2353108956074,184.1035367940674,800.0860023724792,133.8564650059311,1845.39102916896,123.25343973582835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,15,1991.2285992217899,1223.9630350194552,1081.0232774674116,1143.95530726257,263.90585365853656,1131.94,748.2150139017609,1122.991658943466,1079.4530332681018,1068.504892367906,1022.2259120673526,1049.4710009354537,1354.1373205741627,820.1028708133972,1996.9769662921349,736.3904494382023,1621.9570252187339,661.5113226968605,871.3675577156744,470.54799513973273,291.3532110091743,381.2582298974636,2210.628712871287,282.55575820739966,1699.8922222222222,222.385,802.0855072463768,172.179420289855,1846.0603864734298,162.6052066559314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47,15,1990.768891069676,1259.8807654563298,1084.43808630394,1180.3348968105065,264.6190243902439,1168.1185365853657,750.9117647058823,1159.5475294117648,1082.1200787401574,1104.8070866141732,1025.3604868913858,1087.2743445692884,1356.0471877979028,856.4857006673021,1997.666204217536,774.9511653718091,1623.2978927203064,699.3204022988506,873.4963680387409,509.0744552058111,290.3201634877384,420.0765667574932,2211.452628839146,321.531233732431,1699.5867148415787,260.60005558643684,804.18,210.77072463768127,1846.7467741935484,201.92365591397856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,14,1087.8167938931297,1216.3520992366412,265.4187071498531,1204.2238001958863,753.7518796992481,1195.9765037593984,1084.895256916996,1140.7104743083005,1028.6918328584995,1124.8086419753085,1357.7148362235068,892.6156069364162,1998.279867256637,813.3689159292035,1624.5246350364964,736.7659671532847,875.6977299880525,547.6391875746715,289.25040961223374,458.7965592572365,2212.255497382199,360.57643979057593,1699.1683361157484,298.84223706176965,806.2527696793003,249.2918367346938,1847.277897574124,241.14366576819407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
