FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y
111,8,1931.9208602755132,1185.699606409896,420.49212962962963,1010.5777777777778,2169.4689557855127,750.3560677328317,925.3,718.0800995024875,344.51162790697674,608.1790697674419,798.767252195734,509.97929736511924,768.3948598130842,335.2289719626168,696.8887530562347,78.20048899755511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,9,1930.5272031737036,1223.0633323887787,420.76141078838174,1046.6046565237436,2169.9231481481484,787.5731481481481,930.4192307692308,755.1432692307692,344.2737556561086,646.1674208144797,803.012853470437,548.4254498714653,771.5468933177023,373.2561547479485,700.3927680798005,115.4139650872819,1909.702819956616,44.477223427331865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,9,1929.0696382796923,1260.1471090857306,421.18118628359593,1082.5171455050972,2170.3177613321,824.9338575393155,935.4574669187145,791.8345935727789,344.2368972746331,684.1027253668763,807.0967741935484,586.7688172043011,774.8297746144722,411.2046263345196,704.1496163682865,152.63810741687985,1910.504424778761,82.38495575221236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114,8,421.77015558698724,1117.9969354078264,2170.5169651272386,862.2115928369462,940.6106833493744,828.7088546679499,344.35232903865216,721.2324083250743,811.2528089887641,625.2893258426966,777.8819530284302,449.32323856613107,707.5648148148148,190.09523809523807,1911.352808988764,120.33820224719102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115,8,422.17149532710283,1153.4453271028037,2170.6807228915663,899.56765523633,945.7999062792877,865.545923149016,344.3619047619048,758.7933333333333,815.2638376383763,664.4052890528906,781.0482717520858,487.4046483909416,711.1870229007634,227.47582697201028,1912.0723684210527,158.15350877192986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116,8,422.82783796514366,1188.779792746114,2170.778398510242,936.4497206703911,950.7422535211267,902.2821596244132,344.5488262910798,795.9657276995306,819.7253374870197,702.4376947040498,784.1709753231493,525.5,714.8480934809348,265.0264452644526,1912.9197802197803,196.06483516483513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,8,423.54020813623464,1223.7114474929044,2170.7201665124885,973.4028677150786,955.8399061032864,938.9075117370892,344.7103773584906,833.4415094339622,823.9642166344294,740.2591876208897,787.4116279069767,563.5941860465116,718.5818291215403,302.3868832731648,1913.6416026344675,233.8358946212952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118,9,424.2817403708987,1258.500951022349,2170.5120259019427,1010.2197039777984,960.6844380403459,975.3463016330452,345.1007497656982,870.4287722586691,828.3322211630124,778.3579599618685,790.8110328638497,601.6819248826291,722.3724672228844,339.9719904648391,1914.524336283186,271.6637168141592,379.017679558011,45.67071823204424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119,9,2170.213200379867,1046.7336182336182,965.7653465346534,1011.4990099009901,345.5134228187919,907.4175455417067,832.7829457364342,816.3507751937984,794.2872340425532,639.8924349881796,726.5481481481481,377.15555555555557,1915.2431818181817,309.5875,379.0486071631609,83.41188175099478,1786.1582969432313,30.87663755458516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120,9,2169.896455223881,1083.30223880597,970.8525896414343,1047.6693227091632,346.0886864813039,944.2219558964525,837.301749271137,854.4640427599611,797.8614718614718,678.6601731601731,730.6186868686868,414.58459595959596,1916.009670079636,347.5693970420933,379.0410212277682,121.07028112449802,1787.8007683863887,69.6081229418221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121,9,2169.3950381679388,1119.5534351145038,975.9015748031496,1083.4655511811025,346.7485604606526,980.9664107485605,841.7897998093422,892.0614871306007,801.4557266602502,716.0909528392685,734.60773130545,451.95754119138155,1916.6581920903955,385.4638418079096,378.9166666666667,158.91152968036522,1789.5995670995671,108.20941558441564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122,9,2168.918893129771,1155.6354961832062,981.1465433300876,1119.008276533593,347.4083895853423,1017.3929604628737,846.4094375595805,929.8612964728313,805.1675977653631,753.9506517690875,738.5612244897959,489.48852040816325,1917.4525959367945,423.471783295711,379.07538114059855,196.61970638057596,1791.2934196332255,147.01995685005386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123,10,2168.1789772727275,1191.5511363636363,986.1986564299424,1154.415547024952,348.2447216890595,1053.7408829174665,850.8176248821866,967.562205466541,808.8467153284671,791.5802919708029,742.3716302952503,527.1726572528884,1918.2438752783964,461.27951002227167,378.95251396648047,234.39050279329604,1793.0018746652383,185.69014461703273,2293.4704595185995,19.72428884026249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
124,10,2167.542857142857,1226.9361904761904,991.4030362389814,1189.7184133202743,349.1271844660194,1089.9359223300971,855.4903846153846,1004.8990384615385,812.5427112349118,829.2205199628597,746.3484438430311,564.8694181326116,1918.8981693363844,499.2963386727689,379.00630733944956,272.1754587155963,1794.6177428106348,224.35838307107974,2293.392497200448,57.10806270996636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
125,10,2166.6402321083174,1262.2785299806576,996.6493570722057,1224.688921859545,350.16994106090374,1125.9282907662082,860.1344086021505,1042.313294232649,816.2177344475394,866.8370473537605,750.0397489539749,602.5641562064156,1919.5034722222222,537.4212962962963,379.09731151373467,309.9652250146113,1796.367549668874,262.98399558498886,2293.4125,94.3045454545454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
126,10,1001.9205794205794,1259.41008991009,351.21216617210683,1161.7284866468842,864.5999010880316,1079.4317507418398,819.8868544600939,904.3713615023474,753.8653846153846,640.6456043956044,1920.0555555555557,575.5081871345029,379.24690265486726,347.85693215339234,1798.1029983342587,301.86535258189895,2293.301393728223,131.72880371660858,602.010101010101,47.05808080808083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127,10,352.475975975976,1197.1316316316315,869.077909270217,1116.378698224852,823.7061567164179,941.7462686567164,757.7268518518518,678.5671296296297,1920.6919540229885,613.8586206896551,379.29067055393585,385.6702623906706,1799.772577092511,340.6426211453745,2293.2824074074074,168.9548611111111,604.779098873592,85.71151439299115,789.418918918919,19.510296010296088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128,10,353.6290640394089,1232.5049261083743,873.7952755905512,1153.1791338582677,827.4279778393352,979.1509695290858,761.8683168316832,715.080198019802,1921.4027777777778,652.4305555555555,379.2540322580645,423.47465437788014,1801.5620615218565,379.19131138694013,2293.6113636363634,206.1443181818181,607.5,124.08017135862906,793.7983565107459,58.19405815423511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,10,354.9523326572008,1267.655172413793,878.260396039604,1189.5891089108911,831.231843575419,1016.0670391061453,766.0792507204611,752.411623439001,1921.9241516966067,690.6397205588822,379.30326911850557,461.3925861062463,1803.4351145038167,417.99781897491823,2293.7574031890663,243.367881548975,610.06,162.71939393939397,798.2779187817259,97.19796954314711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,11,883.0182987141444,1225.9411473788327,835.1989651928504,1053.1378174976483,770.3811320754717,789.4349056603774,1922.4180327868853,728.2994214079074,379.4416961130742,499.3574793875147,1805.263258611263,456.6405139420448,2294.0050962627406,280.6404303510759,612.8137973137973,201.3302808302808,802.5839793281654,136.21447028423768,2086.6721411192216,32.84276155717771,1336.244099378882,29.367080745341582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,11,887.7146439317954,1261.9373119358074,838.9833174451859,1089.8584366062917,774.7547169811321,826.5849056603773,1922.8557603686636,766.2576036866359,379.66989117291416,537.334945586457,1807.1705750977108,495.3782802903406,2294.089861751152,317.99308755760364,615.4283065512979,239.91903584672446,807.0214007782101,174.9526588845656,2086.999846011703,71.4701262704034,1336.9785353535353,65.33585858585866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,10,842.8493743984601,1126.3893166506257,779.2646493756004,863.6421709894332,1923.152133580705,804.2309833024119,379.90441176470586,575.5410539215686,1808.9794366197184,534.2881690140845,2294.1450116009282,355.3712296983758,618.1093943139679,278.7274412855377,811.7083879423329,213.94692005242473,2087.3593652769136,110.42034847542004,1337.859693877551,101.58545918367349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133,10,846.8349236641221,1162.8463740458014,783.6671361502348,900.575117370892,1923.4944954128441,842.0862385321101,380.16489988221434,613.7785630153121,1810.8272926963207,573.2133443163098,2294.3466741826383,392.6116121758737,621.0238095238095,317.42499999999995,816.454716981132,252.73396226415093,2087.7998468606434,149.19892802450227,1338.6832718327182,137.49753997539983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134,11,850.8615384615384,1199.0153846153846,787.9759206798867,937.3593012275732,1923.797247706422,879.8963302752293,380.6637883008357,652.5061281337047,1812.505991285403,612.144880174292,2294.4944320712693,429.85523385300667,623.8804475853946,356.2314487632509,821.2793190416141,291.5340479192938,2088.1083638583636,187.8724053724054,1339.4794933655005,173.61821471652593,840.2156398104265,32.928909952606546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135,11,854.8672480620155,1234.9505813953488,792.3698564593301,973.9717703349282,1923.9119266055045,917.511009174312,381.3460365853659,690.8145325203252,1814.1945169712794,651.5788511749347,2294.891684901532,467.1389496717725,626.8066037735849,394.8844339622641,825.9613402061856,330.36082474226805,2088.5779141104294,226.6343558282208,1340.3987951807228,209.40843373493976,845.622641509434,70.35259433962256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,11,858.9044834307992,1270.694931773879,796.6867179980751,1010.5259865255052,1923.960757156048,955.0410895660203,382.072806171649,728.059305689489,1815.720480156786,690.6141597256247,2295.1641711229945,504.6422459893048,629.794964028777,433.7685851318945,830.5551181102362,369.38451443569556,2088.9224746699415,265.4821922014123,1341.2582017010936,245.48784933171328,851.0138055222088,107.63325330132056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,11,801.1676676676676,1046.9874874874874,1924.0174693106705,992.4537299338999,382.8193843193843,766.0545935545936,1817.3109125117592,729.1288805268109,2294.811659192825,542.0840807174887,632.7306733167082,472.6022443890274,835.0732394366197,408.41126760563384,2089.126067700095,304.3677633660234,1342.3254777070063,281.51273885350315,856.6285537700866,145.1736711990111,2110.5774193548386,69.04224270353302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138,12,805.8654419066535,1083.1583912611718,1923.9082784571965,1029.7464722483537,383.5535966149506,803.5827456511519,1818.8657090743275,767.7644778841769,2294.9056706652127,579.6559432933478,635.5711610486892,511.47253433208493,839.3347338935574,447.3277310924369,2089.5460628695923,343.21802054155,1343.2700127064802,317.7020330368488,862.1936274509804,182.91053921568619,2110.5559120073326,107.7994194928201,339.863329583802,21.63498312710908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
139,12,810.2582089552238,1119.0751243781094,1923.8840375586853,1066.6793427230048,384.39240207645116,841.3485134497405,1820.2932279909708,806.0882618510159,2294.0203520352034,617.0027502750276,638.3194271481942,550.3704856787049,843.5629274965801,486.43844049247605,2089.9199255121043,381.8131595282433,1344.2924528301887,353.8283018867925,867.8155339805825,220.4575242718447,2110.387028014616,146.58069427527403,339.18934240362813,59.212018140589635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,12,814.8944773175542,1154.8007889546352,1923.6596638655462,1103.528944911298,385.4207317073171,879.0375234521575,1821.692831215971,844.6778584392014,2293.779193205945,654.3811040339702,641.2493796526055,589.3610421836229,848.0213903743315,525.5762032085562,2090.2796662546352,420.4678615574784,1345.3457648546143,389.9184576485461,873.6832335329341,258.0269461077844,2110.423427529626,185.23473108477674,338.4256756756757,96.95833333333326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,12,819.5330739299611,1190.3249027237355,1923.4096834264433,1140.296089385475,386.36504217432054,916.340206185567,1823.1306792622581,883.0798470535312,2293.3263052208836,691.6164658634539,644.070197044335,628.198275862069,852.294466403162,564.6989459815546,2090.6185503685506,459.1827395577395,1346.3927203065134,426.08237547892725,879.5397590361446,295.70000000000005,2110.3739393939395,224.04757575757571,337.4189189189189,134.57432432432438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,12,824.0745310957552,1225.6303060217176,1923.1410984848485,1176.6117424242425,387.59505703422053,953.8189163498099,1824.3959379278867,921.4817434961205,2292.6196410767698,728.7662013958126,646.9753521126761,667.9002347417841,856.6068601583113,603.9393139841688,2090.8097178683383,497.971473354232,1347.452693823916,462.4106438896189,885.5726600985222,333.35098522167493,2110.282983970407,262.7795930949444,336.7631578947368,172.38771929824566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143,12,828.8108651911468,1260.9356136820925,1922.6681075888569,1212.9418828049952,388.7451027233636,990.9696607740086,1825.614377583831,959.7664216812127,2292.1472831267874,766.1711153479504,649.9756355932203,706.5095338983051,861.258354755784,643.3431876606684,2091.0845471817606,536.862571247625,1348.573469387755,498.6972789115646,891.468474148802,371.18095838587647,2110.212954333644,301.6276794035415,335.8207100591716,210.05739644970413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,11,1922.2890173410406,1248.9691714836224,390.02606408417023,1028.0853658536585,1826.7740672501152,997.8482266236757,2291.499048525214,803.1907706945766,653.1042510121457,744.994939271255,866.2014428412874,683.2635960044395,2091.218221665623,575.7363807138385,1349.763440860215,535.111559139785,897.343236409608,409.0941845764854,2110.1412942989214,340.3329738058552,335.0059382422803,247.7339667458432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
145,10,391.43014354066986,1064.9995215311005,1827.7954755309327,1035.831486611265,2290.6217887725975,840.3268315889629,656.2958579881657,783.611439842209,871.1660137120471,721.7164544564152,2091.3563535911603,614.8275015346838,1350.857142857143,571.4532467532467,903.1954377311961,447.13501849568433,2110.000920810313,379.25199508901164,334.07511737089203,285.456572769953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
146,11,392.8981878874583,1101.6931330472103,1828.8751147842056,1073.5918273645545,2289.7026390197925,877.3548539114043,659.5163776493256,822.0780346820809,875.9064272211721,760.8355387523629,2091.3487419543594,654.000877706261,1352.0979899497488,607.9045226130653,909.1082725060827,484.94282238442827,2109.8210590383446,418.0836883749239,333.29816513761466,323.1043577981651,355.8265741728922,39.238527214514306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,11,394.52874940105414,1138.1233828461907,1829.7591903210796,1111.0286179618427,2288.771863117871,914.2053231939163,662.7678916827853,860.7127659574469,880.6241706161137,799.6611374407582,2091.26386913229,692.4675675675676,1353.2844827586207,644.4827586206897,915.2083333333334,522.9963235294117,2109.5665644171777,456.74478527607357,332.60058479532165,360.69064327485376,356.0744336569579,77.46170442286939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,12,396.054857419043,1174.4995166747221,1830.5638099673963,1148.3402421984165,2287.541306436119,950.97646493756,666.030612244898,898.790573372206,885.4368421052632,838.5794258373205,2091.1289342904474,730.8978464936499,1354.5796460176991,681.1681415929204,921.3368098159509,561.0067484662577,2109.2887411073307,495.54113826167645,331.81503579952266,398.31503579952266,356.2457627118644,115.73182066703112,1826.4875675675676,54.330270270270375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149,12,397.84275962944906,1210.8164310092639,1831.38779342723,1185.6014084507042,2286.3094777562865,987.531914893617,669.4239766081871,936.9892787524366,890.1939571150098,877.3557504873295,2090.918915235759,769.4007904061052,1355.8905146316852,716.8118062563068,927.5962025316455,598.979746835443,2109.128016295832,534.3282670009402,331.0177478580171,436.00305997552016,356.4866220735786,153.93255295429208,1826.6812672176309,92.94573002754828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,12,399.6116528522672,1246.7549975621648,1832.1030245746692,1222.8029300567107,2284.9375605033883,1024.1418199419168,672.7938342967245,974.9055876685934,894.9589041095891,916.1115459882583,2090.645552560647,807.6355795148248,1357.0913461538462,753.0336538461538,933.8824604141291,637.404993909866,2108.9645620550914,573.2223769730733,330.46251511487304,473.7382103990326,356.90443213296396,192.3398891966758,1826.8593664664118,131.46668487165493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
151,11,1832.846298031865,1259.4943767572634,2283.572449952336,1060.6020019065777,676.4110690633869,1012.6788079470199,899.8371537726839,954.8170964660935,2090.282061579652,846.1663989290496,1358.4142066420663,788.609778597786,939.8380434782608,675.8869565217391,2108.7846430713857,612.3368326334733,329.6448598130841,511.3843457943925,357.14934354485774,230.4545951859957,1827.029854760624,169.97552447552448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152,10,2281.9153110047846,1096.7947368421053,679.9650047938638,1050.2094918504315,904.6653992395437,993.2300380228137,2089.7477852348993,884.4777181208053,1359.7061281337046,824.3310120705664,946.1447876447877,713.3166023166024,2108.381112737921,651.5131771595901,328.9698224852071,549.1816568047337,357.4099395936299,268.6823174080175,1827.1078961600865,208.43726338561373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153,11,2280.203200775946,1132.7783705140641,683.6145332050048,1087.633782483157,909.5567307692307,1031.4701923076923,2089.166846506609,922.8107634205558,1360.8166202414113,860.2000928505106,952.6106941838649,751.0356472795497,2107.842492917847,690.1733711048158,328.30023501762633,586.9159811985899,357.57709251101323,306.82929515418505,1827.349292709467,246.94341675734495,2306.1639871382636,139.9469453376205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154,11,2278.4842983316976,1168.562806673209,687.3325219084712,1124.7999026290165,914.4884615384616,1069.6317307692307,2088.5433721875847,960.928300352399,1362.0089877010407,895.9333017975403,958.8389355742297,788.640056022409,2107.3766822301563,728.6378742103817,327.6899766899767,624.6946386946387,357.7698768197088,345.0257558790594,1827.59357696567,285.39590254706536,2306.304794520548,164.56506849315065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155,11,2276.6031746031745,1204.1775793650793,691.0768087215065,1161.7586719524281,919.5896551724138,1107.6497536945812,2087.705648478201,998.9861530024677,1363.0635305528613,931.6600387972842,965.1380133715377,826.4073543457498,2106.8502593502594,767.1213486213486,327.2711111111111,662.6955555555555,358.1618911174785,383.39455587392547,1827.6686274509805,324.0271708683473,2306.521699819168,200.4692585895118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,11,2274.6337890625,1239.572265625,694.7882352941176,1198.6529411764707,924.7463627546072,1145.3050436469448,2086.8764289602614,1036.9730538922156,1364.1892278360342,967.0433746425167,971.5499075785582,863.9500924214417,2106.223398552667,805.3625033503082,326.7735381565907,700.0371655104063,358.4636058230683,421.6461366181411,1827.9429752066117,362.474655647383,2305.67816091954,158.1724137931035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157,11,2272.659378036929,1274.6603498542274,698.5620078740158,1235.1318897637796,929.807541625857,1182.8261508325172,2085.9669747213916,1074.6535743408535,1365.306916426513,1002.38088376561,978.0954128440367,901.5449541284404,2105.459047109208,843.865364025696,326.64769520225775,737.1603951081844,358.8868980963046,459.98544232922734,1828.1907498631635,401.0610290093049,2305.711570247934,183.0487603305785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158,11,702.3097609561753,1271.6294820717133,934.6896383186706,1220.3162267839687,2084.872340425532,1112.2094926350246,1366.2024952015356,1037.4990403071017,984.5442396313364,938.8917050691244,2104.576758491575,882.2488633324418,326.5220588235294,774.7334558823529,359.16013437849944,498.17693169092945,1828.329414980864,439.56342263531985,2305.410606060606,178.7560606060606,2152.095744680851,55.19503546099281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,10,939.6944718657453,1257.530602171767,2083.7560942207615,1149.6125718981102,1367.1926829268293,1072.4785365853659,990.9605385329619,976.1239554317549,2103.6734119538996,920.4855266684535,326.43611111111113,812.1203703703704,359.55836139169475,536.5723905723905,1828.497243660419,478.0358324145535,2153.106582278481,93.80379746835433,248.83421891604675,62.54410201912856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160,9,2082.522537562604,1186.8291597106288,1368.1932270916334,1107.2051792828686,997.2628083491461,1013.2296015180266,2102.6368563685637,958.6506775067751,326.52551984877124,849.3506616257089,359.9927536231884,574.8553623188405,1828.571226681741,516.5672696438666,2153.9881198347107,132.4328512396694,248.22379912663754,99.8831877729258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161,10,2081.2490272373543,1224.0119510839354,1369.1563126252504,1141.9669338677354,1003.5835707502374,1050.0830959164293,2101.584013050571,996.8254486133768,326.5018674136321,886.7063492063492,360.5011415525114,613.5228310502283,1828.7487366647952,555.2450870297586,2155.0361197110424,171.1016511867906,247.66865509761388,137.16865509761396,1891.2715540911588,62.096924766611664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,10,2079.7801221543587,1260.8156579677957,1370.155,1176.211,1009.8555767397521,1086.9099142040038,2100.3144637053088,1034.6573672806066,326.76566884939194,923.6833489242283,361.2644204851752,652.3566037735849,1828.80577136515,594.099334073252,2155.974168797954,209.72608695652184,247.02268999453253,174.5541279387644,1892.0306010928962,100.65355191256822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,10,1371.0426587301588,1210.3660714285713,1016.3398474737845,1123.3112488083889,2098.9721996202875,1072.3991049633848,327.05992509363296,960.4325842696629,362.24070401586516,690.8782845810609,1828.8966630785792,632.9962325080731,2157.025432349949,248.2970498474058,246.5413756045137,211.86861902203123,1892.8008658008657,139.0243506493507,1443.1917475728155,40.15048543689318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,10,1372.0755182625865,1244.3805528134255,1022.6685714285715,1159.7885714285715,2097.6013036393265,1109.9565453557848,327.43135435992576,997.2272727272727,363.0969101123595,728.4808052434457,1828.7570850202428,672.0045546558705,2158.0715015321757,286.96475995914193,245.7635243706481,249.08543117300474,1893.5857142857142,177.48814016172514,1444.169891172914,77.94740024183807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,11,1372.864185110664,1278.003018108652,1029.1298076923076,1195.8182692307691,2096.0734246575344,1147.3328767123287,327.7681775259679,1033.6992445703495,364.1290247316846,766.5597293513766,1828.7392667631452,710.1628075253257,2158.993560020608,325.3902627511592,245.19627192982455,286.68475877192986,1894.39102916896,215.83736929003862,1445.259900990099,115.71039603960389,2286.7354570637117,50.36334256694363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,10,1035.5,1231.737721021611,2094.595773874863,1184.557903402854,328.3070009460738,1070.170766319773,365.02772643253235,804.5462107208873,1828.6369606003752,748.4315196998124,2159.924430641822,364.0869565217391,244.69074177356387,323.9327941996654,1895.259932848349,254.3595411303861,1446.2850707850707,153.51801801801798,2286.831150608045,87.97708138447138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
