FrameNr,NumberMidPoints,MidPointX_1,MidPointY_1,Length_1,Width_1,MidPointX_2,MidPointY_2,Length_2,Width_2,MidPointX_3,MidPointY_3,Length_3,Width_3,MidPointX_4,MidPointY_4,Length_4,Width_4,MidPointX_5,MidPointY_5,Length_5,Width_5,MidPointX_6,MidPointY_6,Length_6,Width_6,MidPointX_7,MidPointY_7,Length_7,Width_7,MidPointX_8,MidPointY_8,Length_8,Width_8,MidPointX_9,MidPointY_9,Length_9,Width_9,MidPointX_10,MidPointY_10,Length_10,Width_10,MidPointX_11,MidPointY_11,Length_11,Width_11,MidPointX_12,MidPointY_12,Length_12,Width_12,MidPointX_13,MidPointY_13,Length_13,Width_13,MidPointX_14,MidPointY_14,Length_14,Width_14,MidPointX_15,MidPointY_15,Length_15,Width_15,MidPointX_16,MidPointY_16,Length_16,Width_16,MidPointX_17,MidPointY_17,Length_17,Width_17,MidPointX_18,MidPointY_18,Length_18,Width_18,MidPointX_19,MidPointY_19,Length_19,Width_19
11,6,894.9204204204204,1279.647147147147,20.90103559921585,20.31927956341198,1240.5529247910863,993.2632311977716,21.977098628795012,20.813234156711708,1012.3507042253522,546.3338028169014,21.551497958922518,21.006685671181867,899.6536312849162,534.5279329608938,21.699251215356824,21.046194802737237,854.5494505494505,143.81868131868123,22.311721723150747,20.79190331098689,1102.308743169399,73.99453551912575,22.533135730342234,20.706112330336033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,6,894.365625,1318.0875,20.5857191292203,19.828433162578797,1240.08357771261,1033.9721407624634,21.426812878068617,20.300507788083735,1011.4562682215743,587.564139941691,21.191919116970546,20.620583747611555,898.5116618075801,575.6516034985423,21.04593296091643,20.79103905599055,852.8885714285715,184.77999999999997,21.821855881015694,20.421818908726905,1101.76,114.14285714285711,21.893975087312448,20.36467554316004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,6,893.8395061728395,1356.20987654321,20.51260349756912,20.151099526435868,1239.8662790697674,1074.9273255813953,21.733632198634794,20.153469841490566,1010.4603399433428,628.6444759206798,21.353696862438596,21.066208410898845,897.438028169014,616.8690140845071,21.558565139993508,20.983344698178772,851.1034482758621,225.8965517241379,21.59707453201683,20.53717717534519,1101.0098039215686,154.40196078431381,22.24309087545212,20.448266436009956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,6,893.4751552795032,1394.2639751552795,20.82268134701423,19.757516600479192,1239.4646017699115,1115.2846607669617,21.4077120541714,20.199399171601392,1009.5114613180516,669.6489971346705,21.238689308444727,20.958118254180114,896.202005730659,658.1361031518625,21.517021752369217,20.696185616982763,849.3257142857143,266.78,21.72427539266275,20.53139809275885,1100.3446327683616,194.64406779661022,21.940233541344522,20.585454753026507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,6,893.1006289308176,1431.9088050314465,20.369805215921776,19.919867204225973,1239.1160714285713,1155.5892857142858,21.267181130656983,20.14783668492372,1008.5347826086957,710.6594202898551,21.134747179695296,20.806164161406638,894.9869565217391,699.0768115942029,21.450595934490927,20.50820337827848,847.6225071225072,307.8732193732194,21.69222437667979,20.62177957260732,1099.776836158192,234.92372881355936,22.03383843582837,20.466694657424096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,6,892.6460317460318,1469.236507936508,20.566404501516228,19.558366052019412,1238.8783783783783,1195.599099099099,21.09011982498082,20.141000308082717,1007.4914040114613,751.8495702005731,21.32737414537465,20.85261230026697,893.7832861189802,740.344192634561,21.538712879373264,20.919326351521555,845.9394366197183,349.02112676056345,21.906639331386863,20.659808595266032,1099.0391061452515,275.2206703910615,22.197506307775008,20.533881822013857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,5,1238.4442724458204,1235.6331269349846,20.865109458061294,19.76654827291543,1006.5175953079179,792.9134897360703,21.113546308055266,20.606484142322046,892.4884057971014,781.5608695652174,21.002800264352313,20.932550566551438,844.1178160919541,390.23275862068976,21.794143272901376,20.359300487282695,1098.3530259365994,315.6700288184438,21.482128348140698,20.600870413793867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,5,1238.0585585585586,1275.304804804805,21.00524302769502,20.218059642260428,1005.5594900849858,834.0694050991501,21.562100447732586,20.871559902399383,891.3559322033898,822.7937853107345,21.72253694611902,20.779178891542145,842.4159663865546,431.5,21.787804068905867,20.916317385575926,1097.7109589041097,356.27808219178087,22.42302000740584,20.747502016236574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,5,1237.794670846395,1314.807210031348,20.60472236289288,19.74081251586556,1004.5771513353116,875.3011869436202,21.638840406175575,19.86468280174531,890.192082111437,863.8519061583578,21.011402975731496,20.748930676983036,840.7093023255813,472.67151162790697,21.42816663788255,20.473164567309603,1097.0755813953488,396.71802325581393,21.512439074573138,20.38559099928149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,5,1237.4693251533743,1354.2791411042945,21.002017998608867,19.786206294954628,1003.6823361823361,916.7364672364672,21.870878375822578,20.465491879534337,889.0114285714286,905.4685714285714,21.536950290936193,20.757763256937146,838.9985835694051,514.1600566572238,21.925693842442538,20.52149233577602,1096.3815426997246,437.26033057851237,22.134572718100998,20.88990636527377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,7,1237.2034700315457,1393.0993690851735,20.548082092493424,19.692192169528898,1002.9046920821114,957.649560117302,21.405818670468435,20.292227608611466,888.0014409221902,946.5749279538904,21.65306334284211,20.421500836424553,837.3343023255813,555.2645348837209,21.411455465895155,20.497076838698376,1095.8189655172414,477.66666666666663,21.675961933291646,20.47566408193212,1070.5524781341107,51.351311953352706,22.11060436468658,19.773802481409987,880.3974358974359,23.636752136752193,21.39253297367416,20.910615190840996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,8,1236.9509202453987,1431.7453987730062,20.771758595885984,20.04163027494799,1002.0830903790087,998.5233236151603,21.387849882629208,20.442706919967858,887.1221590909091,987.6704545454545,21.871465982520867,20.541064584059583,835.7219101123595,596.5674157303371,21.61846888202773,20.994521751712163,1095.0966386554621,518.3655462184873,22.203781458899552,20.49168518294358,1069.8857142857144,92.27999999999997,22.097510617375384,20.181379375418647,878.9874651810585,63.66713091921997,22.145527283338318,20.673634513330867,1018.6977715877438,28.856545961002894,21.88870818935769,20.9066531414961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,9,1236.6044303797469,1470.1582278481012,20.579716441117114,19.598539097359307,1001.245508982036,1039.2574850299402,21.05236700288539,20.23204257144738,886.2253731343284,1028.2641791044775,20.968276518370725,20.36742232617318,834.0911764705883,637.6029411764706,21.26811542107139,20.381652649034173,1094.559829059829,558.8333333333334,21.82972601238424,20.49608622751179,1069.0988538681947,133.20487106017185,22.053444094245965,20.158496315501356,877.4271708683474,103.3319327731092,21.7768250780617,20.904759962288395,1017.5454545454545,69.6107954545455,21.35897511362602,20.99721162293894,837.9164305949008,38.05807365439091,21.977609370244945,20.47627670170588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,8,1000.7990936555891,1079.8625377643505,20.8470655082755,20.290452616277676,885.4410029498525,1068.901179941003,21.346762887589065,20.31660759789684,832.5368271954674,678.7464589235127,21.47823887513135,20.953284345330292,1093.922969187675,599.2647058823529,22.056316770859276,20.63285263860042,1068.3672316384182,174.03107344632758,22.342422130836255,20.193947646145123,875.9676056338028,143.26338028169016,22.140814903861664,20.41798809940237,1016.4577464788732,110.44084507042248,21.761242944221383,20.789158303870657,836.3555555555556,79.5583333333334,21.988788152108906,20.87354603311887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,8,999.9461077844311,1120.4071856287426,21.042861333358154,20.225271049904467,884.7382352941177,1109.6617647058824,21.28561959601669,20.375194663689008,830.9588235294118,719.9147058823529,21.153188981181085,20.48411742093555,1093.278409090909,639.7755681818181,21.70191449892304,20.683302170905947,1067.6436781609195,214.9224137931035,21.824820393323698,20.33704584866137,874.4551820728291,183.1470588235295,21.774328595287685,20.936054601775485,1015.3300283286119,151.25637393767715,21.68365779373009,20.767681590898107,834.8861111111111,121.14444444444439,22.182450972050724,20.699376259069805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,8,999.3385093167702,1160.7111801242236,20.630473139494686,19.93992436187641,883.9114114114114,1150.1006006006005,20.986564138365857,20.254174530681347,829.314705882353,761.3058823529411,21.1741103069176,20.47808248833541,1092.6761363636363,680.3494318181819,21.697465495867124,20.69578265673144,1066.8352435530087,256.07593123209176,22.164086836958546,20.051160575703452,872.9985835694051,223.21388101983007,21.79832814464855,20.651130925501114,1014.1894586894587,192.29202279202286,21.773214631385816,20.54637720581644,833.2988826815642,162.91340782122916,21.76474883038386,20.98065261444955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,9,998.7066869300912,1200.8920972644378,20.896537132184857,20.07576560572596,883.2044776119403,1190.3119402985076,21.180481925646692,20.14640706949802,827.6465517241379,802.6408045977012,21.32093052443227,20.820487512902638,1092.0212464589235,721.0269121813031,21.887804645437193,20.553773495270406,1065.9504249291786,297.18555240793194,22.252829711681084,20.200001697202794,871.5138121546961,263.32596685082876,21.910813490875082,21.047772083127537,1013.0552407932012,233.15155807365431,21.84545834877347,20.604528047294732,831.7798913043479,204.7309782608695,22.1330271108679,21.20142283412243,965.054945054945,17.390109890109898,22.594866408537612,20.528183539493437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,10,998.2040498442368,1240.7056074766356,20.491069519034458,20.025396082130296,882.7116564417178,1230.2453987730062,20.804909050179273,19.98411934141957,826.1129032258065,843.766862170088,21.388745075259916,20.31495126229879,1091.220238095238,761.4315476190476,21.216347474277786,20.173446211548793,1065.1453488372092,338.04941860465124,21.705485513189956,20.21585638603795,869.9340175953079,303.37976539589454,21.170345063657,20.52441472156682,1011.9447674418604,274.1191860465117,21.490763083104877,20.432790164243773,830.21875,246.26136363636374,21.847171290421922,20.57860223719576,964.0182072829132,58.6120448179272,22.366043649107407,20.33781580887861,915.4944444444444,24.130555555555475,21.786978216492102,21.041465234304503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,10,997.6636363636363,1280.4424242424243,21.074223346433786,19.96728851906941,882.034328358209,1270.120895522388,21.223744272085508,20.107137722269606,824.5514285714286,885.2942857142857,21.535571357983883,20.7218941435725,1090.6030640668523,802.0320334261838,21.916807549234036,20.867850233637665,1064.2130681818182,379.25852272727275,22.253303113159795,20.156078860151336,868.3904494382023,343.45786516853923,21.66779311019579,20.944947109075727,1010.6861111111111,315.2722222222221,21.958019098138443,20.896968644287956,828.6845730027549,287.93526170798896,22.012953236656454,21.024113542561263,962.9301369863014,100.02054794520541,22.71563400670731,20.468286180623817,913.9805555555556,63.24166666666656,22.116117575067456,20.75634212638446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,10,997.323151125402,1319.7475884244373,19.99711330058897,19.880612475810057,881.6269841269841,1309.604761904762,20.703319181006766,19.42913676514262,823.0906432748538,926.514619883041,21.462239463246352,20.294555355107832,1089.9898550724638,842.5782608695653,21.51978250379379,20.411403798214685,1063.5119047619048,420.2232142857142,21.76035719368559,19.70186752133308,866.8815028901735,383.52601156069363,21.36676946999621,20.6280073951859,1009.635838150289,356.21098265895944,21.27163403276841,20.758764885700227,827.1845070422535,329.71690140845067,21.648596455655145,20.90087271357221,961.9011299435028,141.13841807909603,22.12532971343927,20.3981843180642,912.2942857142857,102.3914285714286,21.75085651679711,20.510073482440042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
