FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y
38,5,1625.6835814163285,1089.0006765899864,1683.0193548387097,1069.1820276497697,1566.441042047532,1025.7701096892138,808.1430195543429,1006.5227376080036,1924.2420526793824,871.5808356039963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,5,1624.5983680870354,1126.2570262919312,1682.4135859519408,1106.7370609981515,1565.8409821018815,1064.2985314364387,809.0177757520511,1043.654968094804,1924.9132606721162,908.146684831971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,5,1623.3971876440755,1163.6157215306594,1681.6083372585963,1144.285680640603,1565.3451162790698,1102.613953488372,809.9810885608856,1080.695110701107,1925.2846225104215,944.6357109773044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,5,1622.3250580046404,1200.71716937355,1680.9719848053182,1181.7768281101614,1564.8417840375587,1140.7990610328638,810.9299628942487,1117.672077922078,1925.661230195713,981.0051258154706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,5,1621.1396648044692,1237.5512104283055,1680.09590671109,1218.9726320799618,1564.3371764705882,1178.7771764705883,811.9293023255814,1154.4120930232557,1925.9918338777416,1017.2335510965936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,4,1679.3688212927757,1255.8764258555134,1563.7364066193854,1216.6446808510639,813.023055426176,1190.9312994876573,1926.3600093327111,1053.258282781148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,3,1563.1542803386642,1254.1387582314205,814.0861588481189,1227.202740362285,1926.4655813953489,1088.9455813953489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,2,815.2320843091335,1263.451756440281,1926.6602262016966,1124.6875589066917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,1,1926.6305581835384,1160.2738883632924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47,2,1926.5461904761905,1195.58,815.3961352657005,29.46135265700491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,3,1926.5428367444074,1230.7008567348882,815.2303102625299,68.43198090692135,729.6814814814815,30.36172839506162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49,3,1926.342105263158,1265.5478899952584,814.8741258741259,107.2296037296037,729.1806722689075,68.87935174069617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,3,814.6867612293145,146.2352245862885,728.5158536585366,107.32195121951213,1806.9269938650307,39.49141104294472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,3,814.4336492890995,185.1872037914693,727.9163614163614,145.85286935286945,1807.4652605459057,77.19106699751865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,4,814.2898550724638,224.10748792270533,727.49875,184.22624999999994,1807.9379746835443,114.95443037974678,570.6239368165249,32.863304981774036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,4,814.0666666666667,263.06172839506166,726.8852040816327,222.6875,1808.460988296489,152.6924577373211,571.0972906403941,70.55911330049253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54,4,813.694743130227,301.95878136200713,726.4726368159204,261.06218905472633,1809.1075471698114,190.33899371069174,571.5329268292683,108.20975609756101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,5,813.5560190703218,340.88140643623365,725.8382899628252,299.3599752168525,1809.6851385390428,228.11209068010066,571.9951338199513,145.76763990267636,447.0689277899344,58.7970459518599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56,6,813.2898465171193,379.7573789846517,725.2754342431762,337.8995037220843,1810.3096446700508,265.8883248730965,572.452496954933,183.51705237515216,447.0979097909791,96.05335533553352,2019.9722654224986,62.751425609124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57,6,813.1714456391876,418.7401433691756,724.7143742255266,376.1852540272614,1810.9116899618805,303.6219822109276,572.8985419198056,221.13669501822596,447.1035242290749,133.37059471365637,2020.9275286757038,101.09384775808144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,6,812.9101610904585,457.66232961586127,724.2464607464608,414.5759330759331,1811.3633377135347,341.5341655716163,573.4493670886076,258.83037974683543,447.373511060692,170.658820192853,2021.796992481203,139.47422126745437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59,6,812.6864197530864,496.7135802469136,723.6770025839793,453.1550387596899,1811.858940397351,379.48675496688736,573.8258145363409,296.6265664160401,447.3652762119504,208.06426155580607,2022.6691489361701,177.99308510638298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,6,812.4914738124239,535.8154689403167,723.1653846153846,491.60128205128206,1812.518018018018,417.3880308880309,574.2484510532838,334.21375464684013,447.3837339295696,245.48770262716607,2023.5497091485986,216.38101533580107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61,6,812.3718861209965,574.800118623962,722.75625,530.11875,1813.040127388535,455.2974522292993,574.7934648581997,371.9278668310727,447.4509202453988,282.8948689347462,2024.4161392405063,254.94672995780593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62,6,812.1232394366198,614.075117370892,722.3389513108614,568.623595505618,1813.558524173028,493.0254452926208,575.122572815534,409.382281553398,447.45703125,320.0998883928571,2025.3438485804415,293.31019978969505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63,7,812.2456242707118,653.2689614935823,722.0277419354838,607.1129032258065,1813.9844155844155,530.9272727272727,575.683395291202,447.0278810408922,447.60562180579217,357.439239068711,2026.1491697911088,331.7040707016604,1224.3808962264152,49.819575471698045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64,7,812.2040082219938,692.3694758478931,721.748717948718,645.8038461538462,1814.5013315579229,568.8994673768309,576.2756653992395,484.6178707224335,447.7060011540681,394.8658395845355,2026.9338394793926,370.1491323210412,1226.0276442307693,87.5769230769231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65,7,812.2365900383141,730.3955938697318,721.6003382187148,684.902480270575,1814.7729693741678,606.7676431424767,576.7738853503184,522.1891719745223,447.84412955465586,432.2755928282244,2027.825720500272,408.7740619902121,1227.544794188862,125.48426150121077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,8,812.4552102376599,769.1627056672761,721.5131048387096,722.5302419354839,1815.1952736318408,645.0174129353234,577.3145363408521,559.8045112781955,448.0363223609535,469.53802497162314,2028.5568060021437,447.12915326902464,1229.1572438162543,163.29858657243813,640.1243032329988,31.133221850613154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,8,812.6398916967509,807.8465703971119,721.5352595494613,760.7693437806073,1815.5386740331492,682.9751381215469,577.9668304668305,597.4668304668305,448.06098931984263,506.8603147835863,2029.4071618037135,485.64217506631303,1230.6118881118882,201.1013986013986,640.9288864388093,69.39911797133414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68,8,812.6666666666666,846.4298724954463,721.4289191820837,798.7794547224927,1815.8188854489165,720.4432404540763,578.6411042944785,635.0680981595092,448.2531500572738,544.2605956471936,2030.211528150134,524.1868632707775,1232.1962174940898,238.91489361702133,641.8518207282913,107.72016806722695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69,8,812.9921369102683,885.0827937095282,721.4167482859941,836.7703232125367,1815.9164989939638,758.1237424547284,579.2747747747748,673.3141891891892,448.54819976771194,581.5963995354239,2030.8071543840774,562.721086605702,1233.618214716526,276.791917973462,642.6337868480725,145.9790249433106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
